Epoch,loss,val_loss,accuracy,val_accuracy
1,21.187532424926758,1.5704768896102905,0.2882534861564636,0.3726707994937897
2,1.5028756856918335,1.5489253997802734,0.3786707818508148,0.2857142984867096
3,1.375900387763977,1.4950690269470215,0.42349305748939514,0.42236024141311646
